date,url,headline,author ,source,potential_reach,keywords
2/6/2020,https://www.huffpost.com/entry/skin-care-tips-older-women-great-skin_l_5e3082a8c5b693878a87b00e,Skin Care Tips From Older Women With Great Skin,Erin Klabunde,The Huffington Post,31394784,ZO Skin Health
11/28/2020,https://www.instyle.com/beauty/best-dermstore-black-friday-beauty-deals,Dermstore's Black Friday Sale Is 111 Pages Long — and It's Still Going Strong,Rachel Nussbaum,InStyle,4927074,Revision Skincare
9/17/2020,https://www.realsimple.com/beauty-fashion/skincare/beauty-secrets-mom,20 Beauty Pros Share the Best Beauty Secrets They Learned From Mom,Kristin Granero,Real Simple,6427031,Revision Skincare
9/10/2020,https://www.shape.com/lifestyle/beauty-style/2020-shape-beauty-awards-body,The 2020 Shape Beauty Awards: Body,"Kate Sandoval Box, Erin Reimel, & Jenn Barthole",Shape Magazine,6266548,Revision Skincare
8/10/2020,https://www.popsugar.com/beauty/dermstore-anniversary-sale-2020-47679385,13 Beauty Buys a Beauty Editor Would Stock Up On From Dermstore's Anniversary Sale,Jessica Harrington,Popsugar,13003546,Revision Skincare
8/10/2020,https://www.harpersbazaar.com/beauty/skin-care/g33565098/dermstore-anniversary-sale-2020/,Shop Dermstore's Massive Anniversary Sale,Jenna Rosenstein,Harper's Bazaar,12941140,Revision Skincare
8/7/2020,https://coveteur.com/2020/08/07/bipoc-dermatologist-recommendations/,Everything You Should Be Asking Your Dermatologist as a BIPOC Woman,Kristin Booker,The Coveteur,234058,Revision Skincare
7/19/2020,https://coveteur.com/2020/07/19/maggie-rawlins-sunday-spa/,Sunday Spa Routine with Maggie Rawlins,Halle Lagatta,The Coveteur,173360,Revision Skincare
7/16/2020,https://www.shape.com/healthy-eating/diet-tips/papaya-nutrition-health-benefits,"Why You Might Want to Add Papaya to Your Shopping List, Stat",Madison Yauger,Shape Magazine,6579642,Revision Skincare
7/7/2020,https://coveteur.com/2020/07/07/butt-cellulite-fda-approval/,Here’s Some Good News for Anyone Looking to Banish Butt Cellulite,Hannah Baxter,The Coveteur,173360,Revision Skincare
6/30/2020,https://coveteur.com/2020/06/30/beauty-products-june-2020/,The 33 Best Beauty Products That Launched in June,Hannah Baxter,The Coveteur,173360,Revision Skincare
6/25/2020,https://stylecaster.com/beauty/best-matte-tinted-moisturizer/,"5 Tinted Moisturizers for When You Want a Flake-Free, Matte Finish",Nikki Brown,StyleCaster,4765730,Revision Skincare
6/15/2020,https://www.byrdie.com/celebrity-makeup-without-foundation,What Celebrities Are Wearing Instead of Foundation,,Byrdie (USA),9165431,Revision Skincare
5/22/2020,https://www.refinery29.com/en-us/black-dermatologists-black-women-skincare-tips,Dermatologists Share How To Achieve Your Most Radiant Brown Girl Glow,Stephanie Long,Refinery29,16092686,Revision Skincare
3/18/2020,https://www.wellandgood.com/good-looks/skin-care-routine-for-sensitive-combination-skin/,"I’m an esthetician with sensitive-combination skin, here’s my beauty routine","by Zoe Weiner, March 18, 2020",Well+Good,3757051,Revision Skincare
2/26/2020,https://www.oprahmag.com/beauty/skin-makeup/g31087063/best-bb-creams-with-spf/,15 Best BB Creams With SPF That Work Harder Than Any Product,Brigitt Earley,The Oprah Magazine,5711333,Revision Skincare
1/2/2020,https://www.self.com/gallery/best-eye-creams-dermatologists," The 11 Best Eye Creams, According to Dermatologists ",,Self.com,2477011,Revision Skincare
1/8/2020,https://www.huffpost.com/entry/best-eye-creams_l_5e0f65d1e4b0843d36119477, The Best Eye Creams That Dermatologists Swear By ,,The Huffington Post,11677191,Revision Skincare
1/13/2020,https://www.oprahmag.com/beauty/g27130592/best-moisturizer-with-spf/," The Best Moisturizers With SPF, According to Dermatologists ",,The Oprah Magazine,888945,Revision Skincare
1/13/2020,https://www.newbeauty.com/slideshow/2866-aesthetician-recommended-best-products-smaller-pores/, Aestheticians Name Their Top Products for Tighter Pores ,,NewBeauty.com,65257,Revision Skincare
1/23/2020,https://www.byrdie.com/the-best-facial-scrubs-microdermabrasion-and-peels-347132, These Microdermabrasion Scrubs Up Your Exfoliation Game Tenfold ,,Byrdie (USA),1584287,Revision Skincare
3/19/2020,https://www.newbeauty.com/blog/dailybeauty/13205-should-you-wear-sunscreen-inside/, Derms Answer: Do You Still Have to Wear Sunscreen If You’re Staying Inside? ,,NewBeauty.com,65257,Revision Skincare
3/20/2020,https://www.newbeauty.com/wrinkle-filling-products-derms-recommend/, Neurotoxin Wearing Off? Here Are 7 Wrinkle ‘Filling’ Products Derms Say Make a Difference ,,NewBeauty.com,65257,Revision Skincare
4/1/2020,https://www.popsugar.com/beauty/photo-gallery/47347685/image/47356238/Saint-Jane-C-Drops, 26 Skin-Care Products Our Editors Are Leaning On the Most This Month ,,Popsugar,3967286,Revision Skincare
4/7/2020,https://www.cosmopolitan.com/style-beauty/beauty/g32035036/best-neck-cream/," 10 Best Neck Creams That'll Moisturize, Tighten, and Smooth Out Your Skin ",,Cosmopolitan.com,7374564,Revision Skincare
4/9/2020,https://www.cosmopolitan.com/style-beauty/beauty/a31991841/cosmo-beauty-awards-2020/#skin, Cosmo Beauty Awards 2020 ,,Cosmopolitan.com,7374564,Revision Skincare
4/16/2020,https://www.instyle.com/best-beauty-buys/skin, 2020 Best Beauty Buys ,,InStyle,1099971,Revision Skincare
4/22/2020,https://www.harpersbazaar.com/beauty/skin-care/g27887031/best-neck-cream/, The 10 Best Anti-Aging Neck Creams ,,Harper's Bazaar,3240361,Revision Skincare
4/23/2020,https://www.wellandgood.com/good-looks/dermatologists-skin-care-tips/," 7 Things Dermatologists Never, Ever Do To Their Own Skin ",,Well+Good,996574,Revision Skincare
4/27/2020,newbeauty.com/dermatologist-skin-care-favorites-vivian-bucay/1," Inside a Dermatologist’s Beauty Cabinet: Vivian Bucay, MD ",,NewBeauty.com,147444,Revision Skincare
4/30/2020,https://www.byrdie.com/melasma-treatment-4842254," How to Treat Melasma Once and For All, According to Dermatologists ",,Byrdie (USA),1715488,Revision Skincare
4/30/2020,https://www.huffpost.com/entry/sunscreen-blue-light_l_5ea306a1c5b6d376358eb76c?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAAo7hwieFy5d7tkAToDkowrnh7DpOC-9QIH_c03gQnjhMDQm4NjjtVcDRIeRZ-F56rTnyyMGAgN8CO2zaZADuRcMuA_W5Gcg0ioI4aNG4fkYoF803cYtdbPtH4amVT1Dszj_6qbXjia9B0iEAoYE8qAy-UXc0qjx-zqVg-cxiYj-, Should We Wear Sunscreen To Protect Our Skin From Blue Light Damage? ,,The Huffington Post,12929990,Revision Skincare
5/5/2020,https://www.self.com/gallery/peptides-skin-care, 11 Antiaging Peptide Serums and Creams That Might Actually Be Worth the Money ,,Self.com,2477011,Revision Skincare
5/13/2020,https://www.allure.com/story/skin-care-routines-of-dermatologists, 9 Top Dermatologists Reveal Their Skin-Care Routines ,,Allure Magazine,2193906,Revision Skincare
5/13/2020,https://www.newbeauty.com/best-skin-serums-dermatologist-recommended/13/1," The 15 Best Serums That Improve Skin, According to Top Doctors ",,NewBeauty.com,60338,Revision Skincare
5/15/2020,https://www.allure.com/story/can-you-extend-life-of-botox-filler-injectables, 8 Tips for Keeping Skin Smooth and Plump While You Can't Get Injectables ,,Allure Magazine,2193906,Revision Skincare
5/16/2020,https://people.com/beauty/best-face-sunscreen-to-wear-indoors/, Dermatologists Say You Should Still Be Wearing Sunscreen Indoors — Here’s Why ,,People.com,6990000,Revision Skincare
5/19/2020,https://www.wellandgood.com/how-to-make-botox-last-longer/," How To Make Your Botox Last Longer, According To Dermatologists ",,Well+Good,811579,Revision Skincare
5/21/2020,https://www.newbeauty.com/dermatologists-pick-the-4-best-eye-creams-for-dark-circles/5, Dermatologists Name The 8 Best Eye Creams for Lightening Dark Circles ,,NewBeauty.com,60338,Revision Skincare
5/30/2020,https://www.popsugar.com/beauty/photo-gallery/47516321/image/47517244/Revision-Skincare-Intellishade-Original-Tinted-Moisturizer-SPF-45, 15 Top-Rated Tinted Moisturizers on Amazon to Make Your Skin Glow This Summer ,,Popsugar,3850219,Revision Skincare
6/8/2020,https://www.newbeauty.com/dermatologist-favorite-glycolic-acid/4,12 Dermatologists Name Their Favorite Glycolic Acid Product,,NewBeauty.com,60338,Revision Skincare
6/9/2020,https://www.goodmorningamerica.com/style/video/skin-care-habits-stick-habits-kick-summer-glow-71147759,Summer skincare essentials,,GoodMorningAmerica.com,1046524,Revision Skincare
6/19/2020,https://www.byrdie.com/vitamin-k-for-skin-4801332,"Vitamin K Claims to Reduce Dark Circles, So We Asked Derms for Their Thoughts",,Byrdie (USA),1715488,Revision Skincare
6/25/2020,https://www.byrdie.com/how-to-treat-puffy-eyes-4686894,"10 Ways to Remedy Sleep-Deprived, Puffy Eyes Fast",,Byrdie (USA),1715488,Revision Skincare
6/25/2020,https://www.byrdie.com/dry-skin-around-eyes-5069409,How to Hydrate and Plump Dry Skin Around the Eyes,,Byrdie (USA),1715488,Revision Skincare
6/30/2020,https://www.popsugar.com/beauty/dermatologists-skin-care-routines-47580601?stream_view=1#photo-47585222,Ever Wondered What a Dermatologist's Skin-Care Routine Looks Like? We Asked 14 to Find Out,,Popsugar,3850219,Revision Skincare
7/7/2020,https://www.newbeauty.com/revision-skincare-lip-replenisher-review/,"Experts Can’t Get Enough of This New, $35 Lip-Plumping Treatment",,NewBeauty.com,60338,Revision Skincare
7/20/2020,https://www.allure.com/story/mochi-skin-routine-tips,"The Ultimate Mochi Skin Routine, According to Experts",,Allure Magazine,2193906,Revision Skincare
7/30/2020,https://www.newbeauty.com/zenovia-gabriel-dermatologist-daily-routine/,Every Skin-Care Product a Top Dermatologist Uses Every Day,,NewBeauty.com,60338,Revision Skincare
8/10/2020,https://www.popsugar.com/beauty/dermstore-anniversary-sale-2020-47679385?stream_view=1#photo-47679403,13 Beauty Buys a Beauty Editor Would Stock Up On From Dermstore's Anniversary Sale,,Popsugar,3913713,Revision Skincare
8/10/2020,https://www.newbeauty.com/dermstore-anniversary-sale/9,"The 10 Best Deals to Shop From Dermstore’s Anniversary Sale, Live Now",,NewBeauty.com,63496,Revision Skincare
8/25/2020,https://www.newbeauty.com/how-to-choose-neck-cream/,"How to Get the Best Results from Your Neck Cream, According to a Top Derm",,NewBeauty.com,63496,Revision Skincare
10/12/2020,https:/www.newbeauty.com/best-products-for-an-aging-neck/6,6 Potent Products to Treat an Aging Neck at Home,,NewBeauty.com,63496,Revision Skincare
10/15/2020,https:/www.allure.com/story/the-science-of-beauty-podcast-sunscreen-guide-episode-fedOE1oNQq4nzljO6tjAkLD50ZOoqk3H6BsWw6rf3BY8bfj7UKkrx6Y$,The Science of Beauty: The Complete Guide to Sunscreen,,Allure Magazine,2503048,Revision Skincare
10/16/2020,https:/www.wellandgood.com/under-eye-mask/,Dermatologists Bust the 7 Biggest Myths About Eye Creams Once and for All,,Well+Good,1066705,Revision Skincare
10/19/2020,https://www.allure.com/gallery/bakuchiol-skin-care-products,19 Bakuchiol Skin-Care Products for Those Seeking a Natural Retinol Alternative,,Allure Magazine,2503048,Revision Skincare
10/20/2020,https://www.newbeauty.com/tips-to-smooth-neck-wrinkles/,6 Skin Experts Reveal Their Number-One Neck-Smoothing Tip,,NewBeauty.com,63496,Revision Skincare
11/10/2020,https://www.byrdie.com/glabellar-lines-5085324,“Can You Use Retinol & Vitamin C Together?” ,,Byrdie (USA),1967002,Revision Skincare
11/10/2020,https://www.popsugar.com/beauty/dermatologists-winter-skin-care-routines-47953641?stream_view=1#photo-47957478,“4 Top Dermatologists Reveal the Products They Use For Glowing Skin in Winter” ,,Popsugar,3913713,Revision Skincare
11/18/2020,https://www.byrdie.com/best-anti-aging-eye-creams-4588198,“I’ve Tried Dozens of Dark Spot Correctors—These Are the 9 Best to Erase Hyperpigmentation” ,,Byrdie (USA),1967002,Revision Skincare
