Database,Keyword,Seed keyword,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend,Click potential,Competitors
us,high and low intensity statins,high intensity statin,,70,72.17,0.00,0.00,1050000,"Featured Snippet, People Also Ask, Site Links, Image Pack","0.14,1.00,0.29,0.14,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14",20,"""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Guidelines | LIPITOR® (atorvastatin calcium)"":""https://www.lipitorhcp.com/guidelines""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""Cholesterol guidelines - Straight Healthcare"":""https://www.straighthealthcare.com/cholesterol-treatment-guidelines.html""
""What are the AHA/ACC guidelines for statin therapy intensity ..."":""https://www.medscape.com/answers/164214-100918/what-are-the-ahaacc-guidelines-for-statin-therapy-intensity-to-prevent-coronary-artery-disease-cad""
""WHEN AND HOW TO PRESCRIBE STATINS"":""http://www.ksw-gtg.com/aha-hcp-cholesterol/pdfs/Section2.pdf""
""High-Intensity Statin Therapy Is “Too Much,” Thus Not ..."":""https://www.karger.com/Article/FullText/485659""
""High intensity statins are associated with greatest reduction in ..."":""https://www.bmj.com/content/355/bmj.i6048"""
us,what is high intensity statin therapy,high intensity statin,,10,76.34,0.00,0.04,0,"Featured Snippet, People Also Ask, Site Links","0.33,0.11,0.11,0.11,0.11,0.22,0.11,0.11,1.00,0.11,0.11,0.11",20,"""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""What you should know about the new lipid guidelines ..."":""https://oregon.providence.org/forms-and-information/w/what-you-should-know-about-the-new-lipid-guidelines/""
""High-Intensity Statin Therapy Offers Survival Benefit Over ..."":""https://www.tctmd.com/news/high-intensity-statin-therapy-offers-survival-benefit-over-moderate-intensity-statins-cvd""
""High-intensity statin therapy yields better outcomes in acute ..."":""https://lipidworld.biomedcentral.com/articles/10.1186/s12944-020-01369-6""
""High-Intensity Statins for Secondary Prevention | Cardiology ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2580529""
""What are the AHA/ACC guidelines for statin therapy intensity ..."":""https://www.medscape.com/answers/164214-100918/what-are-the-ahaacc-guidelines-for-statin-therapy-intensity-to-prevent-coronary-artery-disease-cad""
""High-Intensity Statin Therapy Is “Too Much,” Thus Not ..."":""https://www.karger.com/Article/FullText/485659"""
us,simvastatin plus ezetimibe,ezetimibe,,90,86.29,0.00,0.04,257000,"Featured Snippet, People Also Ask, Site Links","0.57,0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.29,0.14,0.71,0.43",20,"""Adding ezetimibe to statin therapy: latest evidence and clinical ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6044319/""
""Ezetimibe/Simvastatin (Vytorin) Side Effects & Dosage"":""https://www.medicinenet.com/ezetimibe_and_simvastatin/article.htm""
""Vytorin (Ezetimibe and Simvastatin): Uses, Dosage, Side ..."":""https://www.rxlist.com/vytorin-drug.htm""
""Efficacy of combination therapy with ezetimibe and statins ..."":""https://lipidworld.biomedcentral.com/articles/10.1186/s12944-019-1182-5""
""Ezetimibe Plus Simvastatin - an overview | ScienceDirect Topics"":""https://www.sciencedirect.com/topics/pharmacology-toxicology-and-pharmaceutical-science/ezetimibe-plus-simvastatin""
""Effect of Simvastatin-Ezetimibe Compared With Simvastatin ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2738104""
""Ezetimibe/simvastatin - Wikipedia"":""https://en.wikipedia.org/wiki/Ezetimibe/simvastatin""
""Benefit of Ezetimibe Added to Simvastatin in Reduced Kidney ..."":""https://jasn.asnjournals.org/content/28/10/3034""
""Benefit of Adding Ezetimibe to Statin Therapy on ..."":""https://www.ahajournals.org/doi/full/10.1161/circulationaha.117.030950""
""Ezetimibe in Combination With Simvastatin Reduces Remnant ..."":""https://www.ahajournals.org/doi/10.1161/JAHA.118.009876"""
us,what is considered high intensity statin therapy,high intensity statin,,10,74.67,0.00,0.00,0,"Featured Snippet, People Also Ask, Image Pack","0.14,0.71,0.14,0.14,0.29,0.14,0.14,1.00,0.14,0.14,0.29,0.14",100,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Lipid-Modifying Therapy: A New Paradigm"":""https://www.jwatch.org/na32828/2013/11/12/lipid-modifying-therapy-new-paradigm""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""High-Intensity Statin Therapy Offers Survival Benefit Over ..."":""https://www.tctmd.com/news/high-intensity-statin-therapy-offers-survival-benefit-over-moderate-intensity-statins-cvd""
""What you should know about the new lipid guidelines ..."":""https://oregon.providence.org/forms-and-information/w/what-you-should-know-about-the-new-lipid-guidelines/""
""High-Intensity Statin Therapy Is “Too Much,” Thus Not ..."":""https://www.karger.com/Article/FullText/485659""
""Guidelines | LIPITOR® (atorvastatin calcium)"":""https://www.lipitorhcp.com/guidelines""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf"""
us,how do statins lower cholesterol,statins,,210,90.21,1.72,0.14,6890000,"Featured Snippet, People Also Ask","0.67,0.44,0.44,1.00,0.67,0.82,0.54,0.54,0.28,0.28,0.44,0.67",100,"""Statins: Are these cholesterol-lowering drugs right for you ..."":""https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/in-depth/statins/art-20045772""
""How Statins Work – And Why They're Not Enough | Pritikin ..."":""https://www.pritikin.com/your-health/health-benefits/lower-cholesterol/1343-how-statins-work-and-why-theyre-not-enough.html""
""How Statin Drugs Protect the Heart | Johns Hopkins Medicine"":""https://www.hopkinsmedicine.org/health/wellness-and-prevention/how-statin-drugs-protect-the-heart""
""Cholesterol Medications | American Heart Association"":""https://www.heart.org/en/health-topics/cholesterol/prevention-and-treatment-of-high-cholesterol-hyperlipidemia/cholesterol-medications""
""Statins for High Cholesterol: Pros and Cons - WebMD"":""https://www.webmd.com/cholesterol-management/features/how-statins-work""
""Statins for Lowering Cholesterol Levels - WebMD"":""https://www.webmd.com/cholesterol-management/features/when-your-doctor-orders-cholesterol-lowering-medications""
""Watch: How do statins prevent heart attacks and strokes?"":""https://www.bhf.org.uk/informationsupport/heart-matters-magazine/medical/statins-fact-or-fiction""
""Statins: Side effects, uses, function, and risks"":""https://www.medicalnewstoday.com/articles/8274""
""10 truths about statins and high cholesterol | Heart | UT ..."":""https://utswmed.org/medblog/statins-answers/""
""Statins: What You Need to Know | CardioSmart – American ..."":""https://www.cardiosmart.org/topics/high-cholesterol/treatment/statins-what-you-need-to-know"""
us,which statins are safe with grapefruit,statins,,390,89.22,1.58,0.33,125000,"Featured Snippet, People Also Ask, Site Links","0.44,0.67,1.00,0.67,0.67,0.54,0.44,0.29,0.44,0.36,0.36,0.36",20,"""Grapefruit juice and statins - Harvard Health"":""https://www.health.harvard.edu/heart-health/grapefruit-juice-and-statins""
""By the way, doctor: Is it okay to drink grapefruit juice, as long ..."":""https://www.health.harvard.edu/newsletter_article/is-it-okay-to-drink-grapefruit-juice-as-long-as-i-dont-take-my-statin-at-the-same-time""
""Do Your Statins and Grapefruit Safely Mix? – Health ..."":""https://health.clevelandclinic.org/statins-grapefruit-safely-mix/""
""Why You Shouldn't Mix Grapefruit and Statins - Healthline"":""https://www.healthline.com/health/high-cholesterol/grapefruit-and-statins""
""Does grapefruit affect my medicine? - NHS"":""https://www.nhs.uk/common-health-questions/medicines/does-grapefruit-affect-my-medicine/""
""Statins and Grapefruit Interactions: Risks and Side Effects"":""https://www.verywellhealth.com/statins-and-grapefruit-drug-interactions-698198""
""Taking Lipitor or Zocor With Grapefruit Juice - Verywell Health"":""https://www.verywellhealth.com/can-i-take-lipitor-or-zocor-with-grapefruit-juice-1124045""
""Grapefruit Juice and Statins - PubMed"":""https://pubmed.ncbi.nlm.nih.gov/26299317/""
""Lipitor and Grapefruit: How Dangerous is It to Mix Them ..."":""https://www.getroman.com/health-guide/lipitor-and-grapefruit/""
""Grapefruit Juice and Statins - The American Journal of Medicine"":""https://www.amjmed.com/article/S0002-9343(15)00774-3/fulltext"""
us,can i stop taking statins for a week,statins,,210,86.68,1.05,0.25,1640000,"Featured Snippet, People Also Ask, Site Links, FAQ","0.44,0.44,0.36,0.44,0.44,0.28,0.54,0.54,0.54,0.82,0.82,1.00",20,"""Can you Stop Taking Statins Once You Start? - UnityPoint ..."":""https://www.unitypoint.org/livewell/article.aspx?id=a99fee12-14fc-4367-b512-e140b35efbba""
""Statins: How to Safely Stop Taking These Cholesterol Drugs"":""https://www.healthline.com/health/high-cholesterol/how-to-safely-come-off-statins""
""Coming off statins: Safety, side effects, and risks"":""https://www.medicalnewstoday.com/articles/325834""
""Stopping Statins: Eight Reasons You Should Not Stop Your ..."":""https://www.goodrx.com/blog/stopping-statins-eight-reasons-you-should-not-stop-your-cholesterol-drug/""
""Statins: What happens to patients who stop taking them after ..."":""https://www.cnn.com/2017/07/24/health/statins-side-effects-outcomes-study/index.html""
""Statin Withdrawal Hard on the Heart - WebMD"":""https://www.webmd.com/cholesterol-management/news/20060315/statin-withdrawal-hard-on-heart""
""Why I Talked My Husband out of Taking Statins | Everday ..."":""https://www.everydayhealth.com/columns/my-health-story/why-i-talked-my-husband-out-of-taking-statins/""
""Atorvastatin: a medicine used to lower cholesterol - NHS"":""https://www.nhs.uk/medicines/atorvastatin/""
""On call: Stopping statins - Harvard Health"":""https://www.health.harvard.edu/newsletter_article/stopping-statins""
""Does stopping a statin increase the short-term risk of a ..."":""https://www.mdedge.com/familymedicine/article/62225/cardiology/does-stopping-statin-increase-short-term-risk-cardiovascular"""
us,high intensity vs low intensity statin,high intensity statin,,20,75.82,0.00,0.01,0,"Featured Snippet, People Also Ask, Site Links","0.43,1.00,0.43,0.14,0.14,0.71,0.29,1.00,0.29,0.71,0.14,0.14",20,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""Cholesterol guidelines - Straight Healthcare"":""https://www.straighthealthcare.com/cholesterol-treatment-guidelines.html""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""High-Intensity Statin Therapy Is “Too Much,” Thus Not ..."":""https://www.karger.com/Article/FullText/485659""
""High-Intensity Statins for Secondary Prevention | Cardiology ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2580529""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""high intensity versus intermediate intensity versus low ..."":""https://gpnotebook.com/simplepage.cfm?ID=x20140926220122216972"""
us,what is a high intensity statin,high intensity statin,,10,74.35,0.00,0.09,0,"Featured Snippet, People Also Ask","0.80,0.60,0.20,0.20,0.20,1.00,0.20,0.20,0.60,0.20,0.20,0.20",100,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""What you should know about the new lipid guidelines ..."":""https://oregon.providence.org/forms-and-information/w/what-you-should-know-about-the-new-lipid-guidelines/""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""High-Intensity Statin Therapy Is “Too Much,” Thus Not ..."":""https://www.karger.com/Article/FullText/485659""
""High-Intensity Statins for Secondary Prevention | Cardiology ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2580529""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""High-Intensity Statin Therapy Offers Survival Benefit Over ..."":""https://www.tctmd.com/news/high-intensity-statin-therapy-offers-survival-benefit-over-moderate-intensity-statins-cvd""
""Guidelines | LIPITOR® (atorvastatin calcium)"":""https://www.lipitorhcp.com/guidelines"""
us,high intensity statin ldl reduction,high intensity statin,,20,75.66,0.00,0.00,0,"Featured Snippet, People Also Ask","0.14,0.14,0.29,0.14,0.14,1.00,0.57,0.29,0.14,0.43,0.57,0.29",100,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Cholesterol guidelines - Straight Healthcare"":""https://www.straighthealthcare.com/cholesterol-treatment-guidelines.html""
""CHOLESTEROL GUIDELINE - American College of Cardiology"":""https://www.acc.org/-/media/Non-Clinical/Files-PDFs-Excel-MS-Word-etc/Guidelines/2018/Blood-Cholesterol-Comparison-Tool-2013-2018.pdf?la=en&hash=CD6BDA97FD32E3470822D8E0A7041F71370AC994""
""Guidelines | LIPITOR® (atorvastatin calcium)"":""https://www.lipitorhcp.com/guidelines""
""[Full text] Efficacy and Safety of Switching from Low-Dose ..."":""https://www.dovepress.com/efficacy-and-safety-of-switching-from-low-dose-statin-to-high-intensit-peer-reviewed-fulltext-article-DMSO""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf"""
us,red yeast rice vs statins,statins,,320,86.86,1.53,0.38,196000,People Also Ask,"0.81,0.81,1.00,0.67,0.35,0.29,0.44,0.44,0.54,0.67,0.67,0.67",90,"""Can I use red yeast rice instead of a statin to lower my ..."":""https://www.health.harvard.edu/cholesterol/can-i-use-red-yeast-rice-instead-of-a-statin-to-lower-my-cholesterol""
""Red yeast rice - Mayo Clinic"":""https://www.mayoclinic.org/drugs-supplements-red-yeast-rice/art-20363074""
""Red Yeast Rice and Plant Stanols for Cholesterol Reduction"":""https://my.clevelandclinic.org/health/articles/17417-cholesterol-reduction-red-yeast-rice-and-plant-stanols""
""Red yeast rice instead of statins: The evidence | American ..."":""http://www.pharmacist.com/red-yeast-rice-instead-statins-evidence""
""'Red Yeast Rice' Statin Alternative Not Harmless - WebMD"":""https://www.webmd.com/cholesterol-management/news/20170124/red-yeast-rice-statin-alternative-not-harmless-either-study-says""
""Red Yeast Rice Benefits: Lowering High Cholesterol - WebMD"":""https://www.webmd.com/cholesterol-management/red-yeast-rice""
""Mini-review: medication safety of red yeast rice products"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500871/""
""Red Yeast Rice | NCCIH"":""https://www.nccih.nih.gov/health/red-yeast-rice""
""The Truth About Red Yeast Rice for Lowering Cholesterol"":""https://www.consumerreports.org/vitamins-supplements/the-truth-about-red-yeast-rice-for-lowering-cholesterol/""
""Why Is Red Yeast Rice So Controversial? - Verywell Health"":""https://www.verywellhealth.com/non-prescription-cholesterol-lowering-red-yeast-rice-1745258"""
us,is simvastatin a high intensity statin,high intensity statin,,10,77.90,0.00,0.03,0,"Featured Snippet, People Also Ask","0.00,0.00,0.00,0.00,0.00,0.75,0.50,0.25,1.00,0.25,0.25,0.25",100,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""Use of high-intensity statin therapy with simvastatin 80 mg and ..."":""https://pubmed.ncbi.nlm.nih.gov/21235694/""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Statin Dose Comparison - Epocrates"":""https://www.epocrates.com/sites/default/files/res/dacc/2017/StatinDoseTablePL1703.pdf""
""High intensity statins are associated with greatest reduction in ..."":""https://www.bmj.com/content/355/bmj.i6048""
""High-Intensity Statins for Secondary Prevention | Cardiology ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2580529""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""Considerations in the Approach to Appropriate Statin Selection"":""https://www.uspharmacist.com/article/considerations-in-the-approach-to-appropriate-statin-selection"""
us,statins memory loss,statins,,390,84.88,1.16,0.10,723000,"People Also Ask, Site Links","0.81,0.67,0.67,0.81,0.67,0.67,0.81,0.81,1.00,1.00,0.81,0.54",20,"""Statin side effects: Weigh the benefits and risks - Mayo Clinic"":""https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/in-depth/statin-side-effects/art-20046013""
""Statins and Memory Loss: Is There a Link? - Healthline"":""https://www.healthline.com/health/high-cholesterol/link-between-statins-and-memory-loss""
""Fear of statin links to memory problems 'unfounded' - NHS"":""https://www.nhs.uk/news/medication/fear-statin-links-memory-problems-unfounded/""
""New findings on statin-memory loss link - Harvard Health"":""https://www.health.harvard.edu/cholesterol/new-findings-on-statin-memory-loss-link""
""It's Not Dementia, It's Your Heart Medication: Cholesterol Drugs"":""https://www.scientificamerican.com/article/its-not-dementia-its-your-heart-medication/""
""Statin Therapy and Risk of Acute Memory Impairment"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5487843/""
""The role of statins in both cognitive impairment and protection ..."":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5830056/""
""Effects of Statins on Memory in the Elderly - American College ..."":""https://www.acc.org/latest-in-cardiology/journal-scans/2019/11/19/14/05/effects-of-statins-on-memory-cognition""
""The Cognitive Effects of Statins are Modified by Age | Scientific ..."":""https://www.nature.com/articles/s41598-020-63035-2""
""Research reveals no link between statins and memory loss ..."":""https://www.sciencedaily.com/releases/2019/11/191118190838.htm"""
us,high intensity statin dose,high intensity statin,,10,76.21,0.00,0.00,0,Image Pack,"0.03,0.02,0.03,0.03,0.02,0.19,0.02,0.02,0.36,0.66,0.02,1.00",90,"""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""Statin Dose Comparison - Epocrates"":""https://www.epocrates.com/sites/default/files/res/dacc/2017/StatinDoseTablePL1703.pdf""
""Guidelines | LIPITOR® (atorvastatin calcium)"":""https://www.lipitorhcp.com/guidelines""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""What are the AHA/ACC guidelines for statin therapy intensity ..."":""https://www.medscape.com/answers/164214-100918/what-are-the-ahaacc-guidelines-for-statin-therapy-intensity-to-prevent-coronary-artery-disease-cad""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""High-Dose Statins Boost Survival - WebMD"":""https://www.webmd.com/heart-disease/news/20161109/high-dose-statins-boost-survival-study"""
us,when to use high intensity statin,high intensity statin,,20,76.94,0.00,0.00,0,"Featured Snippet, People Also Ask","0.11,1.00,0.11,0.11,0.33,0.11,0.11,0.11,0.11,0.11,0.33,0.11",100,"""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""What you should know about the new lipid guidelines ..."":""https://oregon.providence.org/forms-and-information/w/what-you-should-know-about-the-new-lipid-guidelines/""
""Table 1, Statin Dosing and ACC/AHA Classification of Intensity ..."":""https://www.ncbi.nlm.nih.gov/books/NBK396417/table/ch1.t1/""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""High-Intensity Statins for Secondary Prevention | Cardiology ..."":""https://jamanetwork.com/journals/jamacardiology/fullarticle/2580529""
""WHEN AND HOW TO PRESCRIBE STATINS"":""http://www.ksw-gtg.com/aha-hcp-cholesterol/pdfs/Section2.pdf""
""ASCVD Primary Prevention Guideline - Kaiser Permanente ..."":""https://wa.kaiserpermanente.org/static/pdf/public/guidelines/ascvd-primary.pdf""
""Cholesterol guidelines - Straight Healthcare"":""https://www.straighthealthcare.com/cholesterol-treatment-guidelines.html"""
us,grapefruit statin,statins,,720,88.27,1.50,0.07,176000,"People Also Ask, Site Links","0.59,0.88,1.00,0.88,0.59,0.59,0.72,0.59,0.48,0.48,0.59,0.59",20,"""Grapefruit juice and statins - Harvard Health"":""https://www.health.harvard.edu/heart-health/grapefruit-juice-and-statins""
""By the way, doctor: Is it okay to drink grapefruit juice, as long ..."":""https://www.health.harvard.edu/newsletter_article/is-it-okay-to-drink-grapefruit-juice-as-long-as-i-dont-take-my-statin-at-the-same-time""
""Why You Shouldn't Mix Grapefruit and Statins - Healthline"":""https://www.healthline.com/health/high-cholesterol/grapefruit-and-statins""
""Do Your Statins and Grapefruit Safely Mix? – Health ..."":""https://health.clevelandclinic.org/statins-grapefruit-safely-mix/""
""Why Can't I Have Grapefruit With My Statin? - GoodRx"":""https://www.goodrx.com/blog/why-cant-i-have-grapefruit-with-my-statin/""
""Does grapefruit affect my medicine? - NHS"":""https://www.nhs.uk/common-health-questions/medicines/does-grapefruit-affect-my-medicine/""
""Statins and Grapefruit Interactions: Risks and Side Effects"":""https://www.verywellhealth.com/statins-and-grapefruit-drug-interactions-698198""
""Grapefruit Juice and Statins - The American Journal of Medicine"":""https://www.amjmed.com/article/S0002-9343(15)00774-3/pdf""
""Grapefruit with Your Statin? - The American Journal of Medicine"":""https://www.amjmed.com/article/S0002-9343(16)30343-6/fulltext""
""Grapefruit Juice and Statins - PubMed"":""https://pubmed.ncbi.nlm.nih.gov/26299317/"""
us,high intensity statin medications,high intensity statin,,10,73.22,0.00,0.05,0,"Featured Snippet, People Also Ask, Image Pack","0.11,0.11,0.11,0.11,1.00,0.11,0.33,0.22,0.22,0.11,0.11,0.11",100,"""ACC/AHA Release Updated Guideline on the Treatment of ..."":""https://www.aafp.org/afp/2014/0815/p260.html""
""Major Recommendations for Statin Therapy for Atherosclerotic ..."":""http://www.mplsheart.com/wp-content/uploads/2014/10/S413160-20871-MHI-Statin-Therapy-Algorithm-4.pdf""
""High and Moderate Intensity Statin Therapy Following Stroke ..."":""https://www.aan.com/siteassets/home-page/policy-and-guidelines/quality/quality-measures/17srstatintherapy_pg.pdf""
""Table 5. Statin Dose Intensity and Equivalency Chart*"":""http://www.mqic.org/pdf/UMHS_Statin_Dose_Intensity_and_Equivalency_Chart.pdf""
""Considerations in the Approach to Appropriate Statin Selection"":""https://www.uspharmacist.com/article/considerations-in-the-approach-to-appropriate-statin-selection""
""What you should know about the new lipid guidelines ..."":""https://oregon.providence.org/forms-and-information/w/what-you-should-know-about-the-new-lipid-guidelines/""
""2019 Statin Therapy for Patients With Cardiovascular Disease"":""https://www.aetnabetterhealth.com/pennsylvania/assets/pdf/provider/notices/quality-improvement/ABH%20-%202019%20Statin%20Therapy%20for%20Patients%20With%20Cardiovascular%20Disease%20SPC.pdf""
""High‐Intensity Versus Non‐High‐Intensity Statins in Patients ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.118.009517""
""Intensity of Lipid Lowering With Statin Therapy in Patients With ..."":""https://www.ahajournals.org/doi/full/10.1161/JAHA.119.013229""
""High-intensity Statin Treatments in Clinically Stable Patients ..."":""https://www.revespcardiol.org/es-high-intensity-statin-treatments-in-clinically-articulo-S1885585717303171?redirect=true"""
